donor_id,donor_name,donor_type,city,state,email,phone,acquisition_date,acquisition_channel,age_group,gender,occupation,wealth_score,engagement_score,is_major_donor,is_recurring,communication_preference,opted_out
D01487,Oliver Bailey,Individual,Ballarat,VIC,donor1487@email.com,0488887402,2020-08-18,Social Media,46-55,Non-binary,Professional,34.8,36.5,0,1,Mail,0
D01488,Mason Mitchell,Individual,Wollongong,NSW,donor1488@email.com,0443524010,2021-05-19,Online,18-25,Female,Retired,81.3,36.0,1,0,Any,0
D01489,Chloe Taylor,Individual,Melbourne,VIC,donor1489@email.com,0489336448,2021-11-26,Online,26-35,Male,Finance,34.4,91.2,0,1,Any,0
D01490,Brisbane City Council,Government,Brisbane,QLD,donor1490@email.com,0437159852,2020-01-02,Telephone,N/A,N/A,N/A,37.0,7.0,0,1,Mail,0
D01491,Lincoln Mitchell,Individual,Melbourne,VIC,donor1491@email.com,0460223068,2020-01-22,Direct Mail,56-65,Non-binary,Professional,51.0,46.6,0,0,Any,0
D01492,Joseph Jackson,Individual,Adelaide,SA,donor1492@email.com,0495182735,2021-12-19,Direct Mail,65+,Prefer not to say,Government,66.6,35.7,0,1,Phone,1
D01493,Matthew Thomas,Individual,Fremantle,WA,donor1493@email.com,0430617314,2020-06-23,Direct Mail,46-55,Prefer not to say,Government,60.1,69.9,0,0,Email,0
D01494,Jacob Ortiz,Individual,Adelaide,SA,donor1494@email.com,0489527918,2021-08-09,Recurring,56-65,Female,Professional,48.2,35.5,0,0,Email,0
D01495,Evelyn Turner,Individual,Canberra,ACT,donor1495@email.com,0430692256,2021-03-22,Event,36-45,Non-binary,Other,51.1,87.1,0,0,Phone,0
D01496,Thomas Pty Ltd,Corporate,Perth,WA,donor1496@email.com,0479037849,2020-03-18,Corporate,N/A,N/A,N/A,42.1,66.7,0,0,Mail,0
D01497,Harris Enterprises,Corporate,Brisbane,QLD,donor1497@email.com,0481730341,2022-05-21,Recurring,N/A,N/A,N/A,65.4,55.0,0,1,Phone,0
D01498,Ethan Thomas,Individual,Wollongong,NSW,donor1498@email.com,0425119992,2021-01-16,Social Media,26-35,Male,Retired,49.9,20.1,0,1,Phone,0
D01499,Lily King,Individual,Canberra,ACT,donor1499@email.com,0462272894,2020-11-30,Online,18-25,Male,Other,48.1,80.9,0,0,Mail,0
D01500,Nora Thomas,Individual,Melbourne,VIC,donor1500@email.com,0453928419,2021-05-06,Recurring,56-65,Prefer not to say,Government,50.6,71.7,0,1,Any,0
D01501,Lily Murphy Estate,Bequest,Perth,WA,donor1501@email.com,0427354510,2022-02-02,Direct Mail,N/A,N/A,N/A,65.7,68.1,0,0,Phone,0
D01502,Adams Group,Corporate,Newcastle,NSW,donor1502@email.com,0418585082,2020-07-16,Online,N/A,N/A,N/A,57.0,69.5,0,0,Phone,0
D01503,Davis Holdings,Corporate,Brisbane,QLD,donor1503@email.com,0425021199,2021-06-07,Telephone,N/A,N/A,N/A,72.5,33.9,0,0,Any,0
D01504,Grace Evans,Individual,Canberra,ACT,donor1504@email.com,0417652163,2020-07-22,Recurring,65+,Male,Retired,69.4,70.3,0,0,Any,0
D01505,Murphy Group,Corporate,Melbourne,VIC,donor1505@email.com,0431648467,2020-03-04,Recurring,N/A,N/A,N/A,96.9,52.0,1,0,Phone,0
D01506,Smith Foundation,Foundation,Brisbane,QLD,donor1506@email.com,0442785604,2020-02-17,Direct Mail,N/A,N/A,N/A,44.2,63.9,0,1,Phone,0
D01507,Michael Ramos Estate,Bequest,Melbourne,VIC,donor1507@email.com,0485773321,2022-04-09,Event,N/A,N/A,N/A,28.1,25.6,0,1,Email,0
D01508,Hannah Anderson,Individual,Mount Gambier,SA,donor1508@email.com,0437757450,2020-06-30,Social Media,46-55,Prefer not to say,Healthcare,85.0,1.0,1,1,Any,0
D01509,Aubrey Green,Individual,Brisbane,QLD,donor1509@email.com,0464021354,2020-04-26,Direct Mail,65+,Male,Arts,88.2,6.9,1,0,Any,0
D01510,Charlotte Smith,Individual,Canberra,ACT,donor1510@email.com,0491708236,2022-03-21,Recurring,18-25,Female,Retired,73.7,94.7,0,0,Phone,0
D01511,William Roberts,Individual,Wollongong,NSW,donor1511@email.com,0415831593,2021-05-08,Event,46-55,Non-binary,Professional,41.1,50.5,0,0,Mail,0
D01512,Ryan Roberts,Individual,Wollongong,NSW,donor1512@email.com,0464995923,2021-09-28,Social Media,18-25,Non-binary,Healthcare,69.0,74.5,0,0,Email,0
D01513,Ryan Edwards,Individual,Canberra,ACT,donor1513@email.com,0430223295,2020-07-01,Recurring,26-35,Non-binary,Technology,49.6,45.4,0,1,Any,0
D01514,Abigail Parker,Individual,Mount Gambier,SA,donor1514@email.com,0485900715,2020-07-28,Direct Mail,36-45,Male,Retired,41.5,77.8,0,1,Phone,0
D01515,Hannah Cruz,Individual,Gold Coast,QLD,donor1515@email.com,0413016518,2022-06-26,Telephone,65+,Male,Government,76.0,87.6,0,0,Any,0
D01516,David Jones,Individual,Canberra,ACT,donor1516@email.com,0451203973,2020-01-04,Online,46-55,Prefer not to say,Government,24.6,39.0,0,1,Any,0
D01517,Peterson Solutions,Corporate,Adelaide,SA,donor1517@email.com,0491639621,2020-10-09,Direct Mail,N/A,N/A,N/A,71.2,63.6,0,1,Mail,0
D01518,Levi Roberts,Individual,Hobart,TAS,donor1518@email.com,0461112881,2021-08-18,Event,65+,Non-binary,Healthcare,26.0,43.0,0,0,Email,0
D01519,Abigail Collins,Individual,Fremantle,WA,donor1519@email.com,0414214307,2020-06-24,Direct Mail,65+,Prefer not to say,Professional,80.8,85.4,1,0,Phone,1
D01520,Chloe Phillips,Individual,Geelong,VIC,donor1520@email.com,0458126351,2020-07-02,Social Media,56-65,Male,Professional,45.1,96.9,0,0,Phone,0
D01521,Ortiz Foundation,Foundation,Brisbane,QLD,donor1521@email.com,0483962723,2021-05-09,Online,N/A,N/A,N/A,37.5,93.2,0,0,Any,0
D01522,Eleanor Bailey,Individual,Sydney,NSW,donor1522@email.com,0416340888,2021-04-02,Email,26-35,Male,Retired,60.6,1.0,0,0,Email,0
D01523,Flores Pty Ltd,Corporate,Mount Gambier,SA,donor1523@email.com,0437287237,2022-06-09,Recurring,N/A,N/A,N/A,53.3,26.9,0,0,Mail,0
D01524,Daniel Morgan,Individual,Sydney,NSW,donor1524@email.com,0412618007,2020-02-23,Corporate,46-55,Non-binary,Finance,27.1,49.5,0,1,Any,0
D01525,Henry Adams,Individual,Geelong,VIC,donor1525@email.com,0427653215,2020-10-29,Online,36-45,Male,Professional,32.8,100.0,0,0,Email,0
D01526,Adams Solutions,Corporate,Cairns,QLD,donor1526@email.com,0450383896,2021-02-14,Email,N/A,N/A,N/A,58.1,28.0,0,1,Any,0
D01527,Dylan Parker,Individual,Newcastle,NSW,donor1527@email.com,0434266570,2021-03-11,Online,56-65,Prefer not to say,Government,51.4,34.1,0,0,Email,0
D01528,Chloe Nelson Estate,Bequest,Brisbane,QLD,donor1528@email.com,0462183535,2020-09-21,Social Media,N/A,N/A,N/A,27.1,50.2,0,0,Mail,0
D01529,Jackson Diaz,Individual,Fremantle,WA,donor1529@email.com,0451948384,2022-04-23,Online,46-55,Non-binary,Retired,60.2,21.9,0,0,Email,1
D01530,Dylan White,Individual,Perth,WA,donor1530@email.com,0434808116,2022-01-28,Online,18-25,Female,Other,50.1,63.1,0,1,Email,1
D01531,Jacob Cruz,Individual,Darwin,NT,donor1531@email.com,0443068667,2020-10-04,Event,46-55,Prefer not to say,Retired,25.5,42.9,0,0,Mail,0
D01532,Abigail Thomas,Individual,Fremantle,WA,donor1532@email.com,0423610100,2020-12-20,Recurring,56-65,Non-binary,Retired,75.3,88.1,0,0,Mail,0
D01533,Ava Scott,Individual,Ballarat,VIC,donor1533@email.com,0446137452,2020-04-04,Direct Mail,18-25,Male,Technology,48.8,77.5,0,0,Mail,0
D01534,King Services,Corporate,Adelaide,SA,donor1534@email.com,0425050502,2022-01-19,Email,N/A,N/A,N/A,48.6,9.5,0,1,Any,0
D01535,Evans Services,Corporate,Perth,WA,donor1535@email.com,0414918680,2020-10-23,Online,N/A,N/A,N/A,65.6,22.2,0,0,Any,0
D01536,Amelia Roberts,Individual,Melbourne,VIC,donor1536@email.com,0496477790,2020-03-11,Email,26-35,Prefer not to say,Business Owner,44.4,32.9,0,0,Phone,0
D01537,Andrew Gomez,Individual,Geelong,VIC,donor1537@email.com,0448284400,2021-05-06,Social Media,26-35,Male,Technology,37.3,45.6,0,1,Any,0
D01538,Amelia Nelson,Individual,Ballarat,VIC,donor1538@email.com,0440390409,2021-11-07,Direct Mail,65+,Non-binary,Finance,54.1,71.7,0,0,Email,0
D01539,Aubrey Jackson,Individual,Sydney,NSW,donor1539@email.com,0431821826,2022-01-22,Corporate,36-45,Non-binary,Finance,17.3,55.4,0,0,Any,0
D01540,Jackson White Estate,Bequest,Ballarat,VIC,donor1540@email.com,0460475340,2020-05-19,Social Media,N/A,N/A,N/A,27.7,32.9,0,0,Any,0
D01541,Emma Stewart,Individual,Fremantle,WA,donor1541@email.com,0412276587,2021-07-21,Recurring,18-25,Male,Professional,42.3,65.2,0,0,Phone,0
D01542,Ethan Gomez,Individual,Fremantle,WA,donor1542@email.com,0447169633,2020-10-21,Direct Mail,56-65,Prefer not to say,Arts,58.0,68.3,0,1,Mail,0
D01543,Julian Anderson,Individual,Hobart,TAS,donor1543@email.com,0426967591,2021-12-28,Direct Mail,56-65,Non-binary,Government,19.8,31.9,0,1,Email,0
D01544,Isabella Nelson,Individual,Geelong,VIC,donor1544@email.com,0428476277,2021-11-09,Recurring,65+,Prefer not to say,Arts,71.6,10.6,0,0,Phone,0
D01545,Hobart City Council,Government,Hobart,TAS,donor1545@email.com,0445257940,2020-12-02,Corporate,N/A,N/A,N/A,50.1,19.3,0,1,Email,0
D01546,Michael Roberts,Individual,Brisbane,QLD,donor1546@email.com,0477481652,2020-08-10,Online,46-55,Male,Business Owner,41.1,36.9,0,0,Any,0
D01547,Evans Group,Corporate,Sydney,NSW,donor1547@email.com,0455172233,2021-05-18,Recurring,N/A,N/A,N/A,54.1,41.2,0,0,Email,0
D01548,Nelson Foundation,Foundation,Wollongong,NSW,donor1548@email.com,0467072792,2020-02-18,Corporate,N/A,N/A,N/A,42.2,60.3,0,1,Phone,0
D01549,Joseph Murphy,Individual,Adelaide,SA,donor1549@email.com,0436193780,2020-01-13,Peer-to-Peer,56-65,Male,Government,53.5,13.1,0,0,Any,0
D01550,Sebastian Gutierrez,Individual,Sydney,NSW,donor1550@email.com,0473660887,2022-05-28,Online,56-65,Male,Professional,11.7,40.0,0,0,Mail,0
D01551,Williams Solutions,Corporate,Gold Coast,QLD,donor1551@email.com,0423564624,2021-06-27,Online,N/A,N/A,N/A,38.3,77.3,0,1,Email,0
D01552,Harper King,Individual,Fremantle,WA,donor1552@email.com,0481260169,2020-12-17,Event,26-35,Prefer not to say,Healthcare,82.5,31.7,1,0,Any,0
D01553,Newcastle City Council,Government,Newcastle,NSW,donor1553@email.com,0463813689,2021-12-07,Online,N/A,N/A,N/A,31.4,82.5,0,0,Phone,0
D01554,Cruz Holdings,Corporate,Geelong,VIC,donor1554@email.com,0467740709,2022-06-13,Recurring,N/A,N/A,N/A,88.0,43.0,1,0,Mail,0
D01555,Owen Bailey,Individual,Gold Coast,QLD,donor1555@email.com,0425527671,2021-08-04,Recurring,46-55,Prefer not to say,Healthcare,57.2,71.2,0,0,Mail,0
D01556,Cooper Solutions,Corporate,Geelong,VIC,donor1556@email.com,0431261155,2021-04-27,Email,N/A,N/A,N/A,28.0,52.4,0,0,Any,1
D01557,Riley Howard,Individual,Mount Gambier,SA,donor1557@email.com,0465325710,2021-01-21,Recurring,26-35,Non-binary,Retired,55.4,32.0,0,0,Email,0
D01558,Penelope Cruz Estate,Bequest,Hobart,TAS,donor1558@email.com,0450213388,2020-12-08,Email,N/A,N/A,N/A,14.0,39.8,0,0,Mail,0
D01559,James Jackson Estate,Bequest,Adelaide,SA,donor1559@email.com,0438721683,2021-07-13,Recurring,N/A,N/A,N/A,73.2,50.2,0,0,Phone,0
D01560,Stella Bailey,Individual,Brisbane,QLD,donor1560@email.com,0440858901,2021-04-09,Recurring,18-25,Non-binary,Education,75.0,77.9,0,0,Phone,1
D01561,Sophia Green,Individual,Canberra,ACT,donor1561@email.com,0494113736,2022-05-31,Recurring,46-55,Prefer not to say,Education,84.5,25.4,1,1,Email,0
D01562,Grace Parker,Individual,Wollongong,NSW,donor1562@email.com,0441826980,2022-02-11,Email,56-65,Prefer not to say,Education,59.5,47.0,0,1,Mail,0
D01563,Joshua Davis,Individual,Hobart,TAS,donor1563@email.com,0426081719,2021-03-11,Online,46-55,Non-binary,Healthcare,67.5,1.0,0,1,Any,0
D01564,Rogers Pty Ltd,Corporate,Cairns,QLD,donor1564@email.com,0418724926,2020-08-01,Online,N/A,N/A,N/A,21.5,27.2,0,0,Phone,0
D01565,Torres Solutions,Corporate,Hobart,TAS,donor1565@email.com,0473739506,2020-08-27,Online,N/A,N/A,N/A,53.6,69.9,0,0,Mail,0
D01566,Mason Torres,Individual,Melbourne,VIC,donor1566@email.com,0432395401,2020-05-10,Online,26-35,Prefer not to say,Professional,35.3,64.1,0,1,Mail,0
D01567,Harris Foundation,Foundation,Wollongong,NSW,donor1567@email.com,0470426196,2021-09-17,Email,N/A,N/A,N/A,78.4,57.9,0,0,Email,0
D01568,Ava Morris,Individual,Cairns,QLD,donor1568@email.com,0446335771,2020-10-05,Social Media,65+,Prefer not to say,Other,61.3,60.2,0,0,Phone,0
D01569,Aubrey Morris,Individual,Ballarat,VIC,donor1569@email.com,0472493934,2020-05-27,Email,56-65,Non-binary,Business Owner,59.9,65.8,0,0,Any,0
D01570,Isaac White Estate,Bequest,Mount Gambier,SA,donor1570@email.com,0450070341,2021-01-17,Online,N/A,N/A,N/A,70.6,63.8,0,1,Phone,0
D01571,Stewart Foundation,Foundation,Cairns,QLD,donor1571@email.com,0481614472,2020-08-07,Recurring,N/A,N/A,N/A,54.3,60.1,0,1,Email,0
D01572,Hannah Miller,Individual,Perth,WA,donor1572@email.com,0497617026,2020-01-13,Online,65+,Prefer not to say,Healthcare,61.9,70.4,0,0,Phone,0
D01573,Sebastian Flores,Individual,Geelong,VIC,donor1573@email.com,0414184542,2020-07-20,Recurring,46-55,Female,Business Owner,28.9,66.9,0,0,Any,0
D01574,Lucas Mitchell,Individual,Fremantle,WA,donor1574@email.com,0471927371,2021-07-30,Email,26-35,Female,Technology,54.5,48.8,0,0,Any,0
D01575,Anderson Group,Corporate,Geelong,VIC,donor1575@email.com,0415537346,2020-07-28,Online,N/A,N/A,N/A,31.1,43.8,0,1,Any,0
D01576,Emily Davis,Individual,Mount Gambier,SA,donor1576@email.com,0425015562,2021-12-27,Email,18-25,Non-binary,Technology,54.8,9.2,0,1,Email,0
D01577,Liam Baker,Individual,Ballarat,VIC,donor1577@email.com,0449344015,2020-05-28,Event,36-45,Non-binary,Healthcare,65.3,12.4,0,1,Phone,0
D01578,Anthony Smith,Individual,Newcastle,NSW,donor1578@email.com,0499163380,2021-08-24,Online,26-35,Non-binary,Retired,49.0,60.3,0,1,Mail,0
D01579,Rivera Group,Corporate,Hobart,TAS,donor1579@email.com,0496107758,2020-01-24,Event,N/A,N/A,N/A,53.3,65.3,0,0,Mail,0
D01580,Ethan Edwards,Individual,Newcastle,NSW,donor1580@email.com,0458196283,2021-11-24,Online,46-55,Non-binary,Arts,82.4,95.3,1,0,Mail,0
D01581,Charlotte Evans,Individual,Geelong,VIC,donor1581@email.com,0432914929,2021-07-03,Email,65+,Male,Technology,16.5,26.5,0,1,Any,1
D01582,Ortiz Solutions,Corporate,Perth,WA,donor1582@email.com,0478946993,2020-09-18,Email,N/A,N/A,N/A,29.0,53.5,0,1,Phone,0
D01583,Olivia Carter Estate,Bequest,Mount Gambier,SA,donor1583@email.com,0440966885,2020-11-15,Recurring,N/A,N/A,N/A,45.8,51.5,0,0,Email,1
D01584,Joshua Allen,Individual,Sydney,NSW,donor1584@email.com,0481012790,2020-02-14,Corporate,56-65,Female,Business Owner,74.7,60.1,0,1,Phone,0
D01585,Gutierrez Foundation,Foundation,Newcastle,NSW,donor1585@email.com,0468659357,2020-08-23,Direct Mail,N/A,N/A,N/A,47.2,69.5,0,0,Email,0
D01586,Natalie Green,Individual,Sydney,NSW,donor1586@email.com,0432347212,2022-01-01,Online,36-45,Non-binary,Finance,57.5,38.1,0,0,Any,0
D01587,Torres Foundation,Foundation,Newcastle,NSW,donor1587@email.com,0410265528,2020-01-02,Email,N/A,N/A,N/A,74.5,20.8,0,0,Email,0
D01588,Chloe Murphy,Individual,Mount Gambier,SA,donor1588@email.com,0479939821,2020-04-23,Online,65+,Prefer not to say,Government,48.8,48.7,0,0,Email,0
D01589,Liam Johnson,Individual,Sydney,NSW,donor1589@email.com,0428637972,2022-01-29,Recurring,56-65,Male,Finance,24.3,16.7,0,1,Phone,1
D01590,Parker Pty Ltd,Corporate,Hobart,TAS,donor1590@email.com,0482924070,2021-07-08,Event,N/A,N/A,N/A,55.1,28.2,0,1,Email,1
D01591,Scarlett Hill,Individual,Canberra,ACT,donor1591@email.com,0479128839,2021-09-03,Online,26-35,Male,Professional,71.6,1.0,0,0,Phone,0
D01592,Sydney City Council,Government,Sydney,NSW,donor1592@email.com,0422901181,2020-09-07,Telephone,N/A,N/A,N/A,57.9,47.0,0,0,Email,0
D01593,Scott Solutions,Corporate,Adelaide,SA,donor1593@email.com,0412438885,2021-08-10,Online,N/A,N/A,N/A,66.7,45.0,0,0,Mail,0
D01594,Henry Wright,Individual,Melbourne,VIC,donor1594@email.com,0491498287,2021-04-02,Event,26-35,Non-binary,Finance,29.1,100.0,0,0,Mail,0
D01595,Adams Foundation,Foundation,Cairns,QLD,donor1595@email.com,0428515091,2022-01-03,Corporate,N/A,N/A,N/A,56.6,52.9,0,0,Email,0
D01596,Taylor Group,Corporate,Ballarat,VIC,donor1596@email.com,0448787039,2021-06-09,Recurring,N/A,N/A,N/A,7.3,68.6,0,1,Phone,1
D01597,Natalie Torres,Individual,Mount Gambier,SA,donor1597@email.com,0458118532,2020-11-28,Direct Mail,56-65,Male,Government,68.6,34.2,0,0,Phone,0
D01598,Jackson Torres Estate,Bequest,Wollongong,NSW,donor1598@email.com,0493182100,2020-01-18,Peer-to-Peer,N/A,N/A,N/A,58.5,50.6,0,0,Phone,0
D01599,Mason Reyes,Individual,Fremantle,WA,donor1599@email.com,0499329766,2020-12-01,Social Media,46-55,Male,Retired,47.8,53.9,0,1,Any,0
D01600,Alexander Harris,Individual,Geelong,VIC,donor1600@email.com,0480111528,2020-02-25,Event,18-25,Non-binary,Finance,72.1,66.4,0,0,Email,0
D01601,Logan Evans,Individual,Wollongong,NSW,donor1601@email.com,0481451022,2020-05-08,Event,65+,Prefer not to say,Business Owner,92.6,59.9,1,1,Email,0
D01602,Penelope Harris,Individual,Canberra,ACT,donor1602@email.com,0433851074,2020-02-17,Event,65+,Non-binary,Education,66.8,46.1,0,1,Any,0
D01603,King Foundation,Foundation,Gold Coast,QLD,donor1603@email.com,0441755622,2020-01-26,Event,N/A,N/A,N/A,56.7,56.7,0,0,Any,0
D01604,Victoria Mitchell Estate,Bequest,Brisbane,QLD,donor1604@email.com,0466620520,2020-09-22,Social Media,N/A,N/A,N/A,52.4,81.8,0,0,Any,0
D01605,Lucas Murphy Estate,Bequest,Wollongong,NSW,donor1605@email.com,0462914143,2022-04-25,Recurring,N/A,N/A,N/A,2.2,65.8,0,0,Email,0
D01606,Hill Holdings,Corporate,Canberra,ACT,donor1606@email.com,0427451259,2022-03-12,Email,N/A,N/A,N/A,40.7,58.4,0,0,Email,1
D01607,Hobart City Council,Government,Hobart,TAS,donor1607@email.com,0446180065,2021-07-12,Event,N/A,N/A,N/A,13.2,67.6,0,1,Mail,0
D01608,Turner Pty Ltd,Corporate,Ballarat,VIC,donor1608@email.com,0424610015,2021-01-05,Recurring,N/A,N/A,N/A,70.5,52.4,0,1,Mail,0
D01609,Jacob Wilson Estate,Bequest,Darwin,NT,donor1609@email.com,0417200455,2022-06-03,Online,N/A,N/A,N/A,48.1,67.0,0,0,Any,0
D01610,Mason Taylor,Individual,Mount Gambier,SA,donor1610@email.com,0457904616,2021-09-11,Social Media,18-25,Non-binary,Finance,48.6,26.6,0,0,Phone,0
D01611,Young Holdings,Corporate,Mount Gambier,SA,donor1611@email.com,0492202870,2020-03-31,Recurring,N/A,N/A,N/A,51.0,38.5,0,0,Phone,0
D01612,Addison Martin,Individual,Ballarat,VIC,donor1612@email.com,0477168294,2020-12-11,Direct Mail,18-25,Prefer not to say,Healthcare,34.4,10.4,0,1,Phone,0
D01613,Eleanor Gomez,Individual,Cairns,QLD,donor1613@email.com,0423523308,2022-03-03,Direct Mail,18-25,Prefer not to say,Finance,88.5,55.6,1,1,Phone,0
D01614,Grace Garcia,Individual,Adelaide,SA,donor1614@email.com,0492047400,2020-05-01,Email,65+,Female,Healthcare,48.3,42.2,0,1,Any,0
D01615,Lucas Morris,Individual,Gold Coast,QLD,donor1615@email.com,0437064257,2020-07-26,Peer-to-Peer,65+,Prefer not to say,Professional,90.5,100.0,1,0,Any,0
D01616,Grace Williams,Individual,Geelong,VIC,donor1616@email.com,0476623262,2021-05-01,Email,18-25,Female,Education,55.7,32.9,0,1,Any,0
D01617,Charlotte Reed,Individual,Canberra,ACT,donor1617@email.com,0416835512,2020-12-29,Social Media,65+,Prefer not to say,Retired,38.8,18.3,0,1,Mail,0
D01618,Cruz Foundation,Foundation,Perth,WA,donor1618@email.com,0411265080,2021-06-20,Corporate,N/A,N/A,N/A,41.0,71.0,0,0,Email,0
D01619,Riley Roberts,Individual,Hobart,TAS,donor1619@email.com,0469544431,2020-06-19,Corporate,26-35,Male,Professional,22.0,36.6,0,0,Email,0
D01620,Ava Morris,Individual,Hobart,TAS,donor1620@email.com,0478717559,2020-04-18,Email,26-35,Prefer not to say,Business Owner,27.3,64.1,0,0,Any,1
D01621,Elizabeth Reyes,Individual,Newcastle,NSW,donor1621@email.com,0455479408,2022-03-04,Corporate,56-65,Prefer not to say,Education,59.6,61.4,0,1,Email,0
D01622,Charlotte Kelly,Individual,Canberra,ACT,donor1622@email.com,0457230948,2021-11-20,Recurring,18-25,Female,Education,45.7,18.9,0,0,Email,0
D01623,Allen Group,Corporate,Cairns,QLD,donor1623@email.com,0434994420,2020-05-18,Social Media,N/A,N/A,N/A,54.6,74.4,0,0,Email,0
D01624,Hill Solutions,Corporate,Geelong,VIC,donor1624@email.com,0444840452,2021-01-26,Recurring,N/A,N/A,N/A,13.3,34.6,0,0,Any,0
D01625,Torres Pty Ltd,Corporate,Hobart,TAS,donor1625@email.com,0458946134,2021-12-07,Corporate,N/A,N/A,N/A,69.3,72.2,0,1,Phone,0
D01626,Cooper Services,Corporate,Geelong,VIC,donor1626@email.com,0474470508,2022-04-23,Email,N/A,N/A,N/A,54.8,57.7,0,1,Phone,0
D01627,Lincoln Rogers Estate,Bequest,Geelong,VIC,donor1627@email.com,0425100330,2022-03-11,Direct Mail,N/A,N/A,N/A,71.5,90.4,0,0,Phone,0
D01628,Chloe Carter,Individual,Perth,WA,donor1628@email.com,0420011871,2020-04-19,Online,18-25,Female,Professional,48.1,16.2,0,1,Mail,0
D01629,Zoey Howard,Individual,Geelong,VIC,donor1629@email.com,0462094564,2022-02-20,Telephone,18-25,Prefer not to say,Government,58.9,20.4,0,1,Any,0
D01630,Owen Harris,Individual,Gold Coast,QLD,donor1630@email.com,0447062518,2020-01-18,Online,36-45,Male,Business Owner,67.6,3.4,0,1,Any,0
D01631,Grayson Peterson,Individual,Newcastle,NSW,donor1631@email.com,0424920594,2020-12-11,Online,18-25,Non-binary,Government,35.3,88.4,0,0,Email,0
D01632,Lucas Wilson,Individual,Darwin,NT,donor1632@email.com,0460516941,2020-04-10,Corporate,26-35,Non-binary,Other,41.6,66.3,0,1,Email,0
D01633,Nora Johnson,Individual,Hobart,TAS,donor1633@email.com,0447605606,2022-01-25,Corporate,26-35,Non-binary,Education,60.6,29.9,0,0,Any,0
D01634,Julian Miller,Individual,Geelong,VIC,donor1634@email.com,0445376362,2021-05-27,Online,18-25,Prefer not to say,Healthcare,31.5,55.3,0,1,Any,0
D01635,Ava White,Individual,Gold Coast,QLD,donor1635@email.com,0469364567,2020-08-21,Direct Mail,18-25,Prefer not to say,Technology,16.0,41.9,0,0,Email,0
D01636,Collins Group,Corporate,Fremantle,WA,donor1636@email.com,0462939127,2020-06-14,Event,N/A,N/A,N/A,33.4,41.4,0,1,Any,1
D01637,Lincoln Cooper,Individual,Hobart,TAS,donor1637@email.com,0460633228,2020-09-13,Event,36-45,Male,Government,64.2,70.5,0,1,Phone,0
D01638,Morris Foundation,Foundation,Ballarat,VIC,donor1638@email.com,0463806106,2020-12-12,Online,N/A,N/A,N/A,56.5,80.4,0,0,Phone,0
D01639,Natalie Adams,Individual,Newcastle,NSW,donor1639@email.com,0479392239,2021-11-18,Online,65+,Prefer not to say,Other,37.7,8.1,0,1,Any,0
D01640,Owen Rogers,Individual,Gold Coast,QLD,donor1640@email.com,0491065376,2022-03-18,Online,36-45,Female,Education,74.1,54.8,0,1,Any,0
D01641,Kelly Holdings,Corporate,Canberra,ACT,donor1641@email.com,0411185755,2021-04-05,Recurring,N/A,N/A,N/A,36.1,58.3,0,0,Mail,0
D01642,Carter Solutions,Corporate,Geelong,VIC,donor1642@email.com,0431311791,2021-05-26,Email,N/A,N/A,N/A,45.5,27.7,0,0,Email,0
D01643,Natalie Thompson,Individual,Melbourne,VIC,donor1643@email.com,0437681339,2021-02-16,Online,26-35,Female,Government,50.0,36.8,0,0,Phone,0
D01644,Charlotte Cook,Individual,Newcastle,NSW,donor1644@email.com,0476010936,2021-05-16,Recurring,18-25,Prefer not to say,Technology,40.9,55.7,0,0,Phone,0
D01645,Zoe Nguyen,Individual,Perth,WA,donor1645@email.com,0460304388,2021-02-17,Social Media,18-25,Non-binary,Education,37.1,41.5,0,0,Email,0
D01646,Alexander Thomas,Individual,Melbourne,VIC,donor1646@email.com,0445720850,2021-08-05,Peer-to-Peer,18-25,Female,Finance,50.9,46.0,0,0,Any,0
D01647,Zoe Johnson,Individual,Ballarat,VIC,donor1647@email.com,0420789101,2022-02-16,Email,18-25,Prefer not to say,Government,63.9,52.1,0,0,Phone,0
D01648,Geelong City Council,Government,Geelong,VIC,donor1648@email.com,0434796678,2020-02-03,Recurring,N/A,N/A,N/A,46.6,66.1,0,0,Any,0
D01649,Jackson Peterson,Individual,Cairns,QLD,donor1649@email.com,0484518625,2022-03-12,Recurring,18-25,Prefer not to say,Retired,1.0,74.1,0,0,Phone,1
D01650,Cook Holdings,Corporate,Geelong,VIC,donor1650@email.com,0492241666,2020-06-09,Direct Mail,N/A,N/A,N/A,70.3,26.5,0,1,Mail,0
D01651,Harris Group,Corporate,Gold Coast,QLD,donor1651@email.com,0482600803,2020-06-10,Corporate,N/A,N/A,N/A,73.3,48.4,0,1,Phone,0
D01652,Harris Foundation,Foundation,Sydney,NSW,donor1652@email.com,0467611344,2020-02-18,Direct Mail,N/A,N/A,N/A,39.7,91.0,0,0,Any,0
D01653,Owen Morgan,Individual,Hobart,TAS,donor1653@email.com,0475666288,2020-11-07,Recurring,26-35,Prefer not to say,Retired,41.6,63.3,0,0,Mail,0
D01654,Zoe Adams,Individual,Melbourne,VIC,donor1654@email.com,0412912578,2021-01-07,Telephone,36-45,Male,Finance,50.9,1.6,0,0,Email,0
D01655,Abigail Diaz,Individual,Sydney,NSW,donor1655@email.com,0441970207,2021-01-15,Social Media,18-25,Female,Retired,58.0,1.0,0,0,Mail,0
